english_text,tatar_text
"She said , "" What leads to success ? ""","Ул: ""Уңышка нәрсә китерә?"" – диде."
The night bringer comes to the Djinn grove with the Augers .,Төн китерүче Җеннәр урманына Аугерлар белән килә.
The German U-boat U-517 encountered Georgian on 21 September 1942 in the Gulf of St. Lawrence .,"1942 елның 21 сентябрендә Изге Лаврентий култыгында Алманиянең U-517 су асты көймәсе ""Georgian"" корабына юлыкты."
- Everyone has a hobby .,Һәркемнең хоббие бар.
It cooperates closely with the Finnish Anti-Fascist Committee .,Ул Финляндиянең антифашистик комитеты белән тыгыз хезмәттәшлек итә.
"Or failing that , do the eight things -- and trust me , these are the big eight things that lead to success .","Яки булмаса, шул сигез нәрсәне эшләгез — һәм миңа ышаныгыз, болар уңышка илтүче сигез төп нәрсә."
"Translated the verse is ; Kings Favours to their Favourites impart : Wise Kings to those alone of best desert : Our King in this excels : For , Favours he Daigns soley to worthy men , to Thee , like Thee .","Шигырьнең тәрҗемәсе шундый: Патшалар үз яратканнарына илтифат күрсәтәләр: Акыллы патшалар – иң лаеклыларга гына: Безнең патша бу яктан аерылып тора: Чөнки ул үз илтифатын бары тик лаеклы кешеләргә, сиңа һәм синең кебекләргә генә күрсәтә."
Confederation of African Football − CAF .,Африка футбол конфедерациясе − CAF
"( 75.16-17 ) Ibn Abbas added : It is for Us to collect it ( Qur 'an ) ( in your mind ) , and give you the ability to recite it by heart means , "" When We reveal it , listen .","( 75.16-17 ) Ибн Габбас өстәде: Аны (Коръәнне) (синең күңелеңдә) туплау һәм сиңа аны яттан уку сәләтен бирү Безнең өстебездә, дигән сүз: ""Без аны иңдергәндә, тыңла""."
"( 1901 – 1904 ) A.H. Axelson , Portland .","( 1901 – 1904 ) А.Һ. Аксельсон , Портленд ."
Ensaro is one of the woredas in the Amhara Region of Ethiopia .,Энсаро — Эфиопиянең Амхара төбәгендәге воредаларның берсе.
Maybe we could send them to lreland .,"Бәлки, без аларны Ирландиягә җибәрә алыр идек."
They are lawful and evil .,Алар канунлы һәм явыз.
What do you need to hear ?,Синең нәрсә ишетәсең килә?
Sam Houston State University : Today @ Sam .,Сэм Хьюстон исемендәге дәүләт университеты : Бүген @ Sam .
What do people say ?,Халык ни сөйли?
- She has me .,Ул миңа ия.
"I ate ice cream , too .",Мин дә туңдырма ашадым.
"In 1722-26 a chapel of St. Jan Nepomucký was built , in 1766 a new baroque church was consecrated .","1722-26 елларда Изге Ян Непомуцкий чиркәве төзелә, ә 1766 елда яңа барокко чиркәве изгеләндерелә."
""" 1969-1960 Pro Football Necrology List "" .",1969-1960 еллардагы профессиональ футбол некрологы исемлеге
"GU Piscium b , an exoplanet orbiting GU Piscium at a distance of 2000 AU and period of 80,000 years in the AB Doradus moving group .",GU Piscium b — AB Doradus хәрәкәт итүче төркемендәге GU Piscium йолдызы тирәли 2000 а.б. ераклыкта һәм 80 000 еллык чор белән әйләнүче экзопланета.
Downloaded on 23 June 2011 .,2011 елның 23 июнендә йөкләп алынган.
"October 26 – Philippe Pétain , Marshal of France .","26 октябрь – Филипп Петен, Франция маршалы."
There are others you should speak with .,Син сөйләшергә тиешле башка кешеләр дә бар.
I 'm telling you where I need your help .,Мин сиңа кайда ярдәмең кирәклеген әйтәм.
Thank you TEDsters for all your interviews !,"Барлык интервьюларыгыз өчен рәхмәт сезгә, TEDsterлар!"
Something 's wrong with the world .,Дөньяда нәрсәдер дөрес түгел.
The percentage of residents aged 65 and older was among the county 's highest .,65 яшьтән өлкәнрәк яшәүчеләрнең проценты округта иң югары күрсәткечләр арасында иде.
"From ( City ) Yapu they come , from resources here , ( and ) from ( City ) -Nuribta - ( Nu-Ri-iB-Ta ) .","(Шәһәр) Япудан киләләр алар, мондагы ресурслардан, (һәм) (Шәһәр) Нурибтадан - (Ну-Ри-иБ-Та)."
Qingxi Town is its seat .,Аның үзәге — Цинси шәһәре.
Your brother wishes to congratulate you .,Синең абыең сине котларга тели.
"By 1993 , there were 27 NWS and DoD instructors at OTB .",1993 елга OTBда 27 NWS һәм DoD инструкторы бар иде.
Tarkio falls in Mountain Time Zone ( MST / MDT ) and observes daylight saving time .,Таркио Тау вакыт зонасына (MST / MDT) керә һәм җәйге вакытка күчү тәртибен үти.
Rural simplicity ?,Авыл гадилеге ?
I wish I knew what to do about him .,Аның белән нишләргә икәнен белсәм иде.
On 1 January 1945 he was mentioned in despatches .,1945 елның 1 гыйнварында ул боерыкта телгә алына.
The Charlottetown Accord was defeated in a national referendum in 1992 .,1992 елда Шарлоттаун килешүе милли референдумда кире кагылды.
"Rides on his horse , Argama .",Аргамак исемле атына атланып йөри.
He returned from the office .,Ул офистан кайтты.
"And that means the rich guy gets the kidney , and someone else implicitly doesn 't .","Бу исә бөер бай кешегә эләгә, ә башка берәүгә, димәк, эләкми дигән сүз."
1940s produce shed .,1940-нчы еллардагы яшелчә-җимеш саклау урыны.
She spoke from her coffin and made ghoulish demands,Ул табутыннан сөйләде һәм куркыныч таләпләр куйды
They would add carbonated water and Coca- Cola bottling had begun .,Алар газлы су өстиләр иде һәм Coca-Cola шешәләргә тутырыла башлады.
- Marriage agrees with you ?,Өйләнү сиңа килешәме?
I thought it was a joke .,Мин моны шаярту дип уйладым.
The latter was consecrated in 1372 .,Соңгысы 1372 елда изгеләштерелгән.
I only wish everyone else thought as you do .,Башкалар да синең кебек уйласа иде дип телим.
"This conflict would lead to the presence of more than 400,000 French military in Algeria until its end in 1962 .",Бу низаг 1962 елда тәмамланганчы Алжирда 400 000 нән артык француз хәрбиенең булуына китерәчәк.
Could you water my plants for me while I 'm on vacation ?,Мин ялда булганда гөлләремә су сибә алмассызмы икән?
"Thus , he thinks that indeed this is a magic wand .","Шулай итеп, ул моның чыннан да тылсымлы таяк булуын уйлый."
"If the world worked in the way I just described , then what should happen is there should be essentially an auction and whoever is willing to pay the most for Lady Gaga tickets would get them .","Әгәр дөнья мин тасвирлаганча эшләсә, асылда аукцион булырга тиеш, һәм Леди Гага билетлары өчен кем иң күп түләргә әзер булса, билетлар шуңа эләгергә тиеш."
Austria played nations such as Croatia and Ukraine as well as regulars Slovenia .,"Avstriya Xorvatiya häm Ukraina kebek illär, şulay uq daimi köndäşe Sloveniya belän uynadı."
AUDlENCE : -- so obviously somebody doesn 't get the kidney .,"ТЫҢЛАУЧЫ: -- димәк, кемгәдер бөер эләкми булып чыга инде."
"Pfefferman < / a > , BY < a href = ' Agents","Пфефферман < / a > , BY < a href = ' Агентлар"
There are some non standard Brazilian Dvorak keyboard designs currently in development .,Хәзерге вакытта эшләнә торган кайбер стандарт булмаган Бразилия Дворак клавиатурасы дизайннары бар.
"That is what we do , Your Highness .","Без шулай эшлибез, Галиҗәнап."
"They shall not reveal any parts of their bodies , except that which is necessary .","Алар тәннәренең бер җирен дә күрсәтмәсеннәр, мәгәр күренеп торганнарыннан тыш."
Ideal for water sport enthusiasts and anglers .,Су спорт төрләрен яратучылар һәм балыкчылар өчен бик кулай.
We always go to the movies on weekends .,Без ял көннәрендә һәрвакыт кинога барабыз.
"After averaging just 16 points in the first three games of the series , Curry scored 38 and was 7 of 13 on three-pointers .","Сериянең беренче өч уенында уртача 16 очко гына җыйганнан соң, Карри 38 очко җыйды һәм өч очколы 13 атуның 7сен кертте."
"The fuselage then plunged into a wooded area , killing all 114 passengers and 8 crew on board the aircraft .","Аннары фюзеляж урманлы җиргә килеп төшә, нәтиҗәдә самолеттагы барлык 114 пассажир һәм 8 экипаж әгъзасы һәлак була."
"They shall praise Thee and suffer in every generation With glory and derision , Light upon light , mounting the saints ' stair .","Алар Сине һәр буында мактарлар һәм газап чигерләр, дан һәм мыскыллау белән, нур өстенә нур, изгеләр баскычыннан күтәрелеп."
"Under Bjarne Kallis 's chairmanship , the European MP Eija-Riitta Korhola changed from the Liberal group ( ELDR ) to the National parties ' group ( EPP ) .",Бярне Каллис рәислеге вакытында Европа парламенты депутаты Эйя-Риитта Корхола Либераллар төркеменнән (ELDR) Халык партияләре төркеменә (EPP) күчте.
"After two year in January 1873 they got married in France and she moved around with her husband to Lyons , Spain ( 1874-1875 ) with the Carlist Army during the Spanish War , England , France , Russia , Turkey and later moving to Romania where she stayed throughout the Russo-Turkish War .","Ике елдан соң, 1873 елның гыйнварында алар Франциядә өйләнешәләр һәм ул ире белән Лионга, Испания сугышы вакытында Карлистлар армиясе белән Испаниягә (1874-1875), Англиягә, Франциягә, Россиягә, Төркиягә күченеп йөри, ә соңрак Румыниягә күчә һәм Рус-төрек сугышы дәвамында шунда кала."
Since 2005 to 2010 he wrote and hosted Fashion FM program on Kazakhstan radio Energy 102.2 FM .,2005 елдан 2010 елга кадәр ул Казакъстанның Energy 102.2 FM радиосында Fashion FM программасын язды һәм алып барды.
"During another eruption in April 2007 , the lava flow was estimated at 3,000,000 m3 ( 3,900,000 cu yd ) per day .",2007 елның апрелендәге чираттагы атылу вакытында лава агымы көненә 3 000 000 м3 (3 900 000 куб ярд) дип бәяләнде.
"I 'm here to talk to you about the importance of praise , admiration and thank you , and having it be specific and genuine .","Мин монда сезнең белән мактау, соклану һәм рәхмәт әйтүнең мөһимлеге, шулай ук аларның конкрет һәм ихлас булырга тиешлеге турында сөйләшергә килдем."
Sri Jayarajacudamani was a princess and queen consort of the Khmer Empire .,Шри Джаяраджачудамани Кхмер империясенең принцессасы һәм патшабикә-консорты булган.
I 'm going to do handouts .,Мин таратыла торган материаллар ясаячакмын.
It covered today 's Danville and Alamo .,Ул бүгенге Дэнвилл һәм Аламоны үз эченә алган.
"67-246 , 1967-2 C.B. 104 .","67-246 , 1967-2 C.B. 104 ."
Maybe Justin Bieber was right .,"Бәлки, Джастин Бибер хаклы булгандыр."
Based on the Gifford Lectures for 1998-1999 .,1998-1999 елгы Гиффорд лекцияләренә нигезләнгән.
There 's a few things I learned while doing these 30- day challenges .,Бу 30 көнлек сынауларны үткәндә мин берничә нәрсәгә өйрәндем.
"They raised their family in Salem Town ( modern day city of Salem , MA ) .","Алар гаиләләрен Салем Таунда (хәзерге Салем шәһәре, Массачусетс) үстергәннәр."
This followed the invention of the telescope by Dutchman Hans Lippershey in 1608 by a mere six years .,Бу 1608 елда голландияле Һанс Липперсһей тарафыннан телескоп уйлап табылганнан соң нибары алты ел үткәч булды.
ID string to use for this application,Бу кушымта өчен кулланыла торган ID юлы
"By the way , the secret is not to go to sleep until you 've written your words for the day .","Әйткәндәй, моның сере шунда: көндәлек сүзләреңне язып бетермичә йокларга ятарга ярамый."
"The initial focus was on tropical African Floras , particularly Flora Zambesiaca , Flora of West Tropical Africa and Flora of Tropical East Africa .","Баштагы игътибар тропик Африка флорасына, аерым алганда, ""Flora Zambesiaca"", ""Көнбатыш тропик Африка флорасы"" һәм ""Көнчыгыш тропик Африка флорасы""на юнәлтелгән иде."
The Bridge was completed in 1957 .,Күпер 1957 елда төзелеп бетте.
And subject to that constraint they choose the set of goods that makes them as well off as possible .,"Һәм шул чикләүне исәпкә алып, алар үзләрен мөмкин кадәр яхшырак хис иттерә торган товарлар җыелмасын сайлыйлар."
Callisto was discovered in 1610 by Galileo Galilei .,Каллисто 1610 елда Галилео Галилей тарафыннан ачылган.
"Excuse me , do you happen to know it ?","Гафу итегез, сез белмисезме?"
Do you have any children ?,Sizneñ balalarığız barmı?
Marked up text to render,Күрсәтеләчәк тамгаланган текст
The day is spent fasting and worshipping and in ended by feasting into the night .,"Көн ураза тотып һәм гыйбадәт кылып үткәрелә, ә кич белән төн уртасына кадәр бәйрәм итү белән тәмамлана."
19 July : George IV is crowned in Westminster Abbey .,19 июль: Георг IV Вестминстер аббатлыгында таҗ кия.
Oszkár Nagy was a Hungarian painter .,Oszkár Nagy vengr rässamı bulğan.
"In 2008 , Zirkus mit Dromedaren ( ca .",2008 елда Zirkus mit Dromedaren (якынча
Tom as as strong as an ox .,Том үгез кебек көчле.
"It needs truth and beauty , and I 'm so happy it 's been mentioned so much here today .","Аңа хакыйкать һәм матурлык кирәк, һәм мин бүген монда бу хакта шулкадәр күп сөйләнелүенә бик шатмын."
1775 – The Second Continental Congress adopts the Olive Branch Petition .,1775 – Икенче Континенталь конгресс Зәйтүн ботагы петициясен кабул итә.
British troops entered Mandalay on 28 November 1885 and Burma was attached to the British Empire on 1 January 1886 .,Британия гаскәрләре Мандалайга 1885 елның 28 ноябрендә керделәр һәм Бирма 1886 елның 1 гыйнварында Британия империясенә кушылды.
I noticed you sleeping in the Commons again today .,"Мин бүген синең тагын ""Commons""та йоклаганыңны күрдем."
And I consider it part of my responsibility as President of the United States to fight against negative stereotypes of Islam wherever they appear .,"Һәм мин Ислам турындагы тискәре стереотипларга каршы, алар кайда гына барлыкка килсәләр дә, көрәшүне Америка Кушма Штатлары Президенты буларак үз вазифамның бер өлеше дип саныйм."
I was starting to think otherwise .,Мин инде башкача уйлый башлаган идем.
"Freed from the restraints of London society , my sister seemed determined to flaunt the failure of her marriage .","Лондон җәмгыяте чикләүләреннән азат ителгәч, апам үзенең уңышсыз никахын күрсәтергә тәвәккәлләгән кебек тоелды."
"March 21 – WWII : British troops liberate Mandalay , Burma .",21 март – Икенче бөтендөнья сугышы: Британия гаскәрләре Бирманың Мандалай шәһәрен азат итә.
The New York City Housing Authority purchased the land in 1952 on the north side of the elevated track .,Нью-Йорк шәһәренең торак идарәсе 1952 елда күтәрелгән юлның төньяк ягындагы җирне сатып алды.
Tom could n't believe his good fortune .,Том үзенең уңышына ышана алмады.
I eat bread .,Мин икмәк ашыйм.
"The three fundamental questions of microeconomics will be , what goods and services should be produced ?",Микроикътисадның өч төп соравы түбәндәгечә булачак: нинди товарлар һәм хезмәтләр җитештерелергә тиеш?
"There is no Western schooling in Bunlap , and many ( though not all ) of its inhabitants are illiterate .","Бунлапта Көнбатыш мәктәпләре юк, һәм анда яшәүчеләрнең күбесе (барысы да булмаса да) надан."
For the Cause of Righteousness .,Хаклык хакына
"On the left , Reuber wrote Weihnachten im Kessel 1942 ( "" Christmas at the Siege 1942 "" ) and at the bottom Festung Stalingrad ( "" Fortress Stalingrad "" ) .","Сул якта Ройбер Weihnachten im Kessel 1942 (""Камалыштагы Раштуа 1942"") дип, ә аста Festung Stalingrad (""Сталинград ныгытмасы"") дип язган."
You look beautiful .,Син матур күренәсең.
Do you think that fish can hear ?,"Сезнеңчә, балыклар ишетә аламы?"
Do not disobey .,Тыңламыйча калма.
Failed to open temporary file,Вакытлыча файлны ачып булмады
At the battle of Sluys the French navy was almost completely destroyed .,Слёйс янындагы сугышта Франция флоты диярлек тулысынча юк ителгән.
They might be a collector .,Алар коллекционер булырга мөмкин.
"The screenplay , written by Balagueró and Fernando Navarro , is based on José Carlos Somoza 's Spanish novel The Lady Number Thirteen .","Балагеро һәм Фернандо Наварро язган сценарий Хосе Карлос Сомосаның ""Унөченче ханым"" исемле испан романына нигезләнгән."
Like there might be someone who 's poor who would get the kidney if it went to a transplant association because they would die in a couple of days without it .,"Mäsälän, böyer transplantatsiä assotsiatsiäsenä kitkän oçraqta, anı berär fäqir keşe alırğa mömkin, çönki ul bulmasa, bu keşe berniçä könnän üläçäk."
The Jacksonville terminal had 32 tracks .,Jacksonville терминалында 32 юл бар иде.
And everyone has the ability to contribute .,Һәм һәркемнең өлеш кертү мөмкинлеге бар.
"In 1938 , the Olympic trials were held here .",1938 елда биредә Олимпия уеннарына сайлап алу ярышлары уздырылды.
That 's one side of the equation .,Bu tigezlämäneñ ber yağı.
"Washington Alberto Chiriboga Casanova , Msc .","Вашингтон Альберто Чирибога Казанова, магистр."
Would 8:30 be convenient for you ?,Сәгать 8:30 сезгә уңайлы булыр идеме?
ROCK ' N BALLS | | | Webzine Metal-Rock Interview with Gaahl at Black Night Meditations Excerpt of the films at Vice.com,ROCK ' N BALLS | | | Webzine Metal-Rock Black Night Meditations-та Gaahl белән әңгәмә Vice.com-дагы фильмнардан өзек
"In Sri Lanka , the Ministry of Health , Nutrition and Indigenous Medicine looks after the research in Ayurveda through various national research institutes .","Шри-Ланкада Сәламәтлек саклау, туклану һәм җирле медицина министрлыгы Аюрведа өлкәсендәге тикшеренүләрне төрле милли тикшеренү институтлары аша алып бара."
The secret formula for Coca- Cola .,Coca-Cola өчен яшерен формула.
"It is a tributary of Rega , being long for about 40 km .","Ул Рега кушылдыгы, озынлыгы якынча 40 км."
"In this explanation , God 's condemnation of evil is declared to be a good judgement .",Бу аңлатмада Аллаһының явызлыкны хөкем итүе яхшы карар дип игълан ителә.
"Though they will depict the same sites , they bear new designs .","Алар шул ук урыннарны сурәтләсәләр дә, аларның дизайннары яңа."
Should we go ?,Барыйкмы?
"They were gardens into which you walked through a frame , "" wrote Enid Bagnold .","""Алар рам аша кереп йөри торган бакчалар иде"", - дип язган Энид Багнольд."
"lndeed , Your Royal Highness .","Әйе, Галиҗәнап."
With this I close the discussion .,Шуның белән фикер алышуны тәмамлыйм.
"The background of the panel is rendered with mountains and trees , in the mountains a group of Moors are depicted whereas in the foreground the battle is observed , the battle in which Guillem II de Montcada i de Bearn met his death .","Панельнең арткы планында таулар һәм агачлар сурәтләнгән, тауларда бер төркем маврлар күрсәтелгән, ә алгы планда сугыш бара, бу сугышта Гильем II де Монкада-и-де-Беарн һәлак булган."
"In Chemnitz city more than 66,000 square meters of retail space have emerged .",Хемниц шәһәрендә 66 000 квадрат метрдан артык сәүдә мәйданы барлыкка килде.
He remarried to a fellow Tsinghua faculty member Lin Zhu in 1962 .,Ул 1962 елда Цинхуа университеты укытучысы Линь Чжуга өйләнә.
I wish I was in Boston .,Мин Бостонда булсам иде.
That is for him whoso folk are not present at the Inviolable Place of Worship .,Бу – гаиләсе Әл-Хәрам мәчете янында яшәмәгән кешеләр өчен.
Its name refers to Sueca in the Province of Valencia in Spain .,Аның исеме Испаниянең Валенсия провинциясендәге Суэка шәһәренә карый.
"In 1942-43 , MacDonald joined the army .",1942-43 елларда Макдональд армиягә алына.
In August 1937 Newfoundland 's first artificial ice surface was tested .,1937 елның августында Ньюфаундлендның беренче ясалма боз өслеге сыналды.
Discounted cash flow model GDP Growth Rates of Major Countries ( % ) 1979-2007 2003,Дисконтланган акча агымы моделе Төп илләрнең ТЭП үсеш темплары ( % ) 1979-2007 2003
A title assumed by Muhammad in the Qur 'ān .,Коръәндә Мөхәммәд кабул иткән исем.
"As of July 28 , the fire was 80 % contained .",28 июльгә янгын 80% ка сүндерелгән иде.
See you later !,Күрешкәнгә кадәр!
"The authorities are both public , private , charter , and separate .","Хакимият органнары дәүләтнеке дә, шәхси дә, уставлы да, аерым да булалар."
They feed by scraping the substrate with their mouths .,Алар авызлары белән субстратны кырып тукланалар.
""" Dellessa on Twitter : "" Yes - we 're trending # 1XtraDebate đ & # x ; ™ Œ Thanks for getting involved đ & # x ; ˜ Šđ & # x ; ' ? đ & # x ; ' ? "" "" .","Twitter'да Dellessa: ""Әйе - без #1XtraDebate белән популярлык казанабыз. Катнашканыгыз өчен рәхмәт."""
"Best finishes : 8th place in Super G Vail 89 , 10th in Downhill Bormio 85 , 9th in combination Downhill Bormio 85 .","Иң яхшы нәтиҗәләре: 1989 елда Вейлда супергигантта 8 нче урын, 1985 елда Бормиода таудан тиз шууда 10 нчы урын, 1985 елда Бормиода таудан тиз шуу комбинациясендә 9 нчы урын."
The Nielsen Company ( 5173 ) : 39 ( 13 ) .,The Nielsen Company ( 5173 ) : 39 ( 13 ) .
This is very good .,Бу бик яхшы.
"Their preaching started in the city of Bountiful and then proceeding to the cities of Gid and Mulek , and then to all of the Nephite cities in the land southward .","Аларның вәгазьләре Муллык шәһәрендә башланып, аннары Гид һәм Мүлек шәһәрләренә, аннан соң көньяк җирләрдәге барлык Нефий шәһәрләренә таралды."
""" Paris Jones – "" Okay "" ( Feat .","Пэрис Джонс – "" Okay "" ( Катнашуында ."
They spoke the Assan language .,Алар ассан телендә сөйләшкәннәр.
In 1228 the Livonian Confederation was established .,1228 елда Ливон конфедерациясе төзелә.
Statistics correct as of 17 November 2014 .,Статистика 2014 елның 17 ноябренә карата бирелгән.
January 2004 — The first performance under the name Turetsky Choir Art Group .,2004 елның гыйнвары — «Турецкий хоры» арт-төркеме исеме астында беренче чыгыш.
For the 1864 – 85 racing calendar the race was held on the first day of SAJC Summer Meet as the third race on 28 December 1864 .,"1864–85 елгы ярышлар календаре өчен, әлеге бәйге 1864 елның 28 декабрендә, SAJC җәйге очрашуының беренче көнендә өченче ярыш буларак үткәрелде."
"Streets have names ; blocks are just the unnamed spaces in between streets . """,Урамнарның исемнәре бар; кварталлар исә урамнар арасындагы исемсез бушлыклар гына.
What do you think the weather looks like ?,"Синеңчә, һава торышы нинди булыр?"
And those prices will allow firms and consumers to make the relevant decisions .,Һәм шул бәяләр фирмаларга һәм кулланучыларга тиешле карарлар кабул итәргә мөмкинлек бирәчәк.
The Royal Photographic Society : 2 Golds .,Король фотография җәмгыяте : 2 алтын .
"Ohh i think someone is looking for her bedtime story , is she ?","Аһ, минемчә, кемдер йоклар алдыннан әкият тыңларга тели бугай, шулаймы?"
During 1916 the commerce war continued unabated in the Mediterranean .,1916 елда Урта диңгездә сәүдә сугышы кимемичә дәвам итте.
"Mickey Mantle , famous ballplayer , raging alcoholic , who had liver failure because he was basically drinking himself to death , and jumped the queue and got a liver above a bunch , a lot of people and then he kept drinking and killed himself and wasted the liver he 'd gotten .","Микки Мэнтл, танылган бейсболчы, коточкыч эчкече, ул үзен эчеп үтерә язганга бавыры эшләми башлаган, һәм ул чиратны узып, бик күп кешеләрдән алда бавыр алган, аннары эчүен дәвам итеп, үзен үтергән һәм алган бавырын әрәм иткән."
This meant that the reserve sides of Championship clubs rejoined the Central League .,Бу Чемпионшип клубларының резерв командалары Үзәк лигага кире кушылды дигән сүз иде.
"Pasiphaë nursed him , but he grew and became ferocious , being the unnatural offspring of a woman and a beast ; he had no natural source of nourishment and thus devoured humans for sustenance .","Пасифая аны имезгән, әмма ул үсеп җиткәч, хатын-кыз һәм җанварның табигый булмаган нәселе буларак, вәхшигә әйләнгән; аның табигый туклану чыганагы булмаган, шуңа күрә ул яшәү өчен кешеләрне ашаган."
"An additional award , the Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel , was established in 1968 by the Bank of Sweden with a grant to the Nobel Foundation , and was first awarded in 1970 .",Өстәмә бүләк – Альфред Нобель истәлегенә икътисади фәннәр буенча Швеция дәүләт банкы премиясе – 1968 елда Швеция банкы тарафыннан Нобель фондына бирелгән грант ярдәмендә гамәлгә куелган һәм беренче тапкыр 1970 елда тапшырылган.
The contents of the tooltip on the primary icon,Төп билгедәге киңәшнең эчтәлеге
Forests occupy 11.5 % of the district .,"Урманнар районның 11,5 %-ын алып тора."
"In 1854 , in England , Woods met Robert Willson , the first Roman Catholic Bishop of Hobart .",1854 елда Англиядә Вудс Хобартның беренче Рим-католик епискобы Роберт Уилсон белән очраша.
"We are in France , so tonight I choose to be like the French .","Без Франциядә, шуңа күрә бүген кич мин үземне французларча тотарга булдым."
"With four departments ( Dance , Theatre and Media Arts , Art , Design ) and two schools ( Communications , Music ) , the CFAC offers 14 undergraduate degrees ( with 38 emphases ) and eight graduate degrees .","Дүрт бүлек (Бию, Театр һәм медиа сәнгате, Сәнгать, Дизайн) һәм ике мәктәп (Коммуникацияләр, Музыка) белән CFAC 14 бакалавр дәрәҗәсен (38 юнәлеш белән) һәм сигез магистр дәрәҗәсен тәкъдим итә."
The Navy Records Society : 3 .,Хәрби-диңгез язмалары җәмгыяте : 3 .
Someone could walk in here any minute .,Монда теләсә кайсы минутта кемдер килеп керә ала.
During 1940 / 41 approval was given to proceed with the construction of the fourth unit .,1940-41 елларда дүртенче блок төзелешен дәвам итәргә рөхсәт бирелде.
This is a green notebook .,Bu yäşel däftär.
- You 'll thank us yet .,Син безгә әле рәхмәт әйтерсең.
"- So , you cannot account for the amounts ...","- Димәк, сез бу суммалар өчен хисап бирә алмыйсыз..."
There are primarily two kinds of shows : womenswear and menswear .,Нигездә ике төрле тамаша бар: хатын-кызлар киеме һәм ир-атлар киеме.
"TCA Premierships : ( 13 ) 1925-26,1926 – 27,1927 – 28,1929 – 30,1930 – 31,1938 – 39,1961 – 62,1963 – 64,1964 – 65,1965 – 66,1966 – 67,1967 – 68,1968 – 69,1969-70 .","TCA Премьерлыклары : ( 13 ) 1925-26,1926 – 27,1927 – 28,1929 – 30,1930 – 31,1938 – 39,1961 – 62,1963 – 64,1964 – 65,1965 – 66,1966 – 67,1967 – 68,1968 – 69,1969-70 ."
He began his training duties in September 1917 .,Ул укыту вазифаларын 1917 елның сентябрендә башлады.
Tsukiyo-no Tabidachi ( Departure in the Moonlit Night | 月夜の旅立ち ) 4 .,Tsukiyo-no Tabidachi ( Айлы төндә сәяхәткә чыгу | 月夜の旅立ち ) 4 .
Kafta Humera ( Tigrinya : ኻፍታ ሑመራ ) is one of the woredas in the Tigray Region of Ethiopia .,Кафта Хумера (тигринья: ኻፍታ ሑመራ) — Эфиопиянең Тыграй төбәгендәге воредаларның берсе.
"Venus on Mars blog , March 24 , 2010 .","Venus on Mars блогы, 24 март, 2010 ел."
A friend of mine did that -- Richard Bollingbroke .,Минем бер дустым шулай эшләде — Ричард Боллингброк.
PJSC Kazanorgsintez ( Russian : ПАО « Казаньоргси́нтез » ) is one of Russia 's largest chemical companies and the country 's largest polyethylene producer .,«Казаньоргсинтез» ГАҖ (рус. ПАО «Казаньоргсинтез») — Россиянең иң эре химия компанияләренең берсе һәм илдәге иң зур полиэтилен җитештерүче.
Also associated as a rain god .,Шулай ук яңгыр алласы буларак та билгеле.
Publication No. 10-4214 .,Басма № 10-4214 .
"At the Diet of 1356 the Emperor Charles IV issued the Golden Bull of 1356 , which required each Holy Roman Emperor to summon the first Imperial Diet after his election at Nuremberg .","1356 елгы сеймда император Карл IV 1356 елгы Алтын булланы чыгарды, ул һәр Изге Рим императорыннан сайланганнан соң беренче Император сеймын Нюрнбергта җыюны таләп итте."
Each day in the course there are at least 8 hours of working in the field .,Курста һәр көнне кырда кимендә 8 сәгать эшләү каралган.
De Goeje subsequently led the Tumuk Humak expedition of 1907 .,Соңрак Де Гуе 1907 елгы Тумук-Хумак экспедициясен җитәкли.
War Supplement for Week Ending 27 April 1918 Stuck in the Mud .,1918 елның 27 апрелендә тәмамланган атна өчен сугыш кушымтасы: Сазлыкка баткан.
I 'm not going to do PowerPoint .,Мин PowerPoint ясамаячакмын.
Basketball Coaches Association of the Philippines president Chito Narvasa is the season 's commissioner .,Филиппин баскетбол тренерлары ассоциациясе президенты Чито Нарваса - сезон комиссары.
"This movement is large , lasting between 20 and 25 minutes .","Бу хәрәкәт зур, ул 20 дән 25 минутка кадәр дәвам итә."
The type of the window,Тәрәзә төре
"Then , ask the patient what they see .","Аннары, пациенттан нәрсә күргәнен сорагыз."
"13 ) : 794 ( fragment ) , second half of 795 , all of 796 – 97 B ( fol .","13 ) : 794 ( өзек ) , 795 нең икенче яртысы , 796 – 97 B тулысынча ( fol ."
There may be a pure equity component here .,Monda saf kapital komponentı bulırğa mömkin.
""" Soria fitting right in with All-Star idols "" .","Soria ""All-Star"" кумирлары арасына бик тиз кереп китте."
He will set everyone talking .,Ул барысын да сөйләштерәчәк.
"2 ♠ 4,4,3,2 or 4,3,3,3 shape with four spades ( denies four hearts ) .","2 ♠ 4,4,3,2 яки 4,3,3,3 бүленеше, дүрт пики белән (дүрт черви булуын кире кага)."
"No. 1,976,329 ; October 9 1935 Refrigerator structure .","№ 1,976,329; 1935 елның 9 октябре Суыткыч төзелеше."
My sister Kildare often has trouble with her eyes .,Минем сеңлем Килдэрнең күзләре еш авырта.
